"phecode","description","groupnum","group","color"
"443.1","Raynaud's syndrome","8","circulatory system","red"
"443.8","Other specified peripheral vascular diseases","8","circulatory system","red"
"443.9","Peripheral vascular disease, unspecified","8","circulatory system","red"
"444","Arterial embolism and thrombosis","8","circulatory system","red"
"444.1","Arterial embolism and thrombosis of lower extremity artery","8","circulatory system","red"
"444.2","Embolism and thrombosis of abdominal aorta","8","circulatory system","red"
"444.5","Atheroembolism","8","circulatory system","red"
"446","Polyarteritis nodosa and allied conditions","8","circulatory system","red"
"446.2","Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)","8","circulatory system","red"
"446.4","Wegener's granulomatosis","8","circulatory system","red"
"446.6","Polyarteritis nodosa","8","circulatory system","red"
"446.7","Takayasu's disease","8","circulatory system","red"
"446.8","Thrombotic microangiopathy","8","circulatory system","red"
"446.9","Arteritis NOS","8","circulatory system","red"
"447","Other disorders of arteries and arterioles","8","circulatory system","red"
"447.1","Stricture of artery","8","circulatory system","red"
"447.7","Aortic ectasia","8","circulatory system","red"
"448","Disease of capillaries","8","circulatory system","red"
"450","Noninfectious disorders of lymphatic channels","8","circulatory system","red"
"451","Phlebitis and thrombophlebitis","8","circulatory system","red"
"451.2","Phlebitis and thrombophlebitis of lower extremities","8","circulatory system","red"
"452","Other venous embolism and thrombosis","8","circulatory system","red"
"452.1","Iatrogenic pulmonary embolism and infarction","8","circulatory system","red"
"452.2","Deep vein thrombosis [DVT]","8","circulatory system","red"
"454","Varicose veins","8","circulatory system","red"
"454.1","Varicose veins of lower extremity","8","circulatory system","red"
"455","Hemorrhoids","8","circulatory system","red"
"456","Chronic venous insufficiency [CVI]","8","circulatory system","red"
"457","Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin","8","circulatory system","red"
"457.3","Encounter for long-term (current) use of aspirin","8","circulatory system","red"
"458","Hypotension","8","circulatory system","red"
"458.1","Orthostatic hypotension","8","circulatory system","red"
"458.2","Iatrogenic hypotension","8","circulatory system","red"
"458.9","Hypotension NOS","8","circulatory system","red"
"459","Other disorders of circulatory system","8","circulatory system","red"
"459.1","Hemorrhage NOS","8","circulatory system","red"
"459.7","Blood vessel replaced","8","circulatory system","red"
"459.9","Circulatory disease NEC","8","circulatory system","red"
"464","Acute sinusitis","1","infections","blue"
"465","Acute upper respiratory infections of multiple or unspecified sites","1","infections","blue"
"465.1","Strep throat","1","infections","blue"
"465.2","Acute pharyngitis","1","infections","blue"
"465.3","Acute upper respiratory infection","1","infections","blue"
"465.4","Acute laryngitis and tracheitis","1","infections","blue"
"470","Septal Deviations/Turbinate Hypertrophy","9","respiratory","coral4"
"471","Nasal polyps","9","respiratory","coral4"
"472","Chronic pharyngitis and nasopharyngitis","9","respiratory","coral4"
"473","Diseases of the larynx and vocal cords","9","respiratory","coral4"
"473.1","Chronic laryngitis","9","respiratory","coral4"
"473.3","Paralysis/spasm of vocal cords or larynx","9","respiratory","coral4"
"473.4","Voice disturbance","9","respiratory","coral4"
"474","Acute and chronic tonsillitis","1","infections","blue"
"474.1","Acute tonsillitis","1","infections","blue"
"474.2","Chronic tonsillitis and adenoiditis","9","respiratory","coral4"
"474.21","Disease of tonsils","9","respiratory","coral4"
"474.22","Disease of adenoids","9","respiratory","coral4"
"474.23","Disease of both tonsils and adenoids","9","respiratory","coral4"
"475","Chronic sinusitis","9","respiratory","coral4"
"475.9","Postnasal drip","9","respiratory","coral4"
"476","Allergic rhinitis","17","immunologic & inflammatory disorders","deepskyblue"
"477","Epistaxis or throat hemorrhage","9","respiratory","coral4"
"478","Throat pain","9","respiratory","coral4"
"479","Other upper respiratory disease","9","respiratory","coral4"
"479.1","Nasal and sinus disease","9","respiratory","coral4"
"479.2","Pharyngeal disease","9","respiratory","coral4"
"479.3","Retro and parapharyngeal abscess","9","respiratory","coral4"
"479.4","Other trachea and bronchus disease","9","respiratory","coral4"
"479.5","Other","9","respiratory","coral4"
"479.6","Stridor","9","respiratory","coral4"
"480","Pneumonia","1","infections","blue"
"480.1","Bacterial pneumonia","1","infections","blue"
"480.11","Pneumococcal pneumonia","1","infections","blue"
"480.12","Pseudomonal pneumonia","1","infections","blue"
"480.13","MRSA pneumonia","1","infections","blue"
"480.2","Viral pneumonia","1","infections","blue"
"480.3","Pneumonia due to fungus (mycoses)","1","infections","blue"
"480.5","Bronchopneumonia and lung abscess","1","infections","blue"
"481","Influenza","1","infections","blue"
"481.1","H1N1 influenza","1","infections","blue"
"481.2","Influenza, not specified as H1N1","1","infections","blue"
"482","Mediastinitis","1","infections","blue"
"483","Acute bronchitis and bronchiolitis","1","infections","blue"
"483.2","Croup","1","infections","blue"
"483.3","Bronchitis","1","infections","blue"
"483.4","Bronchiolitis","1","infections","blue"
"495","Asthma","9","respiratory","coral4"
"495.1","Chronic obstructive asthma","9","respiratory","coral4"
"495.11","Chronic obstructive asthma with exacerbation","9","respiratory","coral4"
"495.2","Asthma with exacerbation","9","respiratory","coral4"
"496","Chronic airway obstruction","9","respiratory","coral4"
"496.1","Emphysema","9","respiratory","coral4"
"496.2","Chronic bronchitis","9","respiratory","coral4"
"496.21","Obstructive chronic bronchitis","9","respiratory","coral4"
"496.3","Bronchiectasis","9","respiratory","coral4"
"497","Bronchitis","9","respiratory","coral4"
"498","Acute bronchospasm","9","respiratory","coral4"
"499","Cystic fibrosis","9","respiratory","coral4"
"500","Lung disease due to external agents","9","respiratory","coral4"
"500.1","Extrinsic allergic alveolitis","9","respiratory","coral4"
"500.2","Pneumoconiosis","9","respiratory","coral4"
"501","Pneumonitis due to inhalation of food or vomitus","9","respiratory","coral4"
"502","Postinflammatory pulmonary fibrosis","9","respiratory","coral4"
"503","Pulmonary congestion and hypostasis","9","respiratory","coral4"
"504","Other alveolar and parietoalveolar pneumonopathy","9","respiratory","coral4"
"504.1","Idiopathic fibrosing alveolitis","9","respiratory","coral4"
"505","Other pulmonary inflamation or edema","9","respiratory","coral4"
"506","Empyema and pneumothorax","9","respiratory","coral4"
"507","Pleurisy; pleural effusion","9","respiratory","coral4"
"508","Pulmonary collapse; interstitial and compensatory emphysema","9","respiratory","coral4"
"509","Respiratory failure, insufficiency, arrest","9","respiratory","coral4"
"509.1","Respiratory failure","9","respiratory","coral4"
"509.2","Respiratory insufficiency","9","respiratory","coral4"
"509.3","Pulmonary insufficiency or respiratory failure following trauma and surgery","9","respiratory","coral4"
"509.5","Respiratory arrest","9","respiratory","coral4"
"509.8","Dependence on respirator [Ventilator] or supplemental oxygen","9","respiratory","coral4"
"510","Other diseases of lung","9","respiratory","coral4"
"510.2","Lung transplant","9","respiratory","coral4"
"512","Other symptoms of respiratory system","9","respiratory","coral4"
"512.1","Wheezing","9","respiratory","coral4"
"512.2","Painful respiration","9","respiratory","coral4"
"512.3","Abnormal chest sounds","9","respiratory","coral4"
"512.7","Shortness of breath","9","respiratory","coral4"
"512.8","Cough","9","respiratory","coral4"
"512.9","Other dyspnea","9","respiratory","coral4"
"513","Respiratory abnormalities","9","respiratory","coral4"
"513.3","Hypoventilation","9","respiratory","coral4"
"513.31","Apnea","9","respiratory","coral4"
"513.32","Orthopnea","9","respiratory","coral4"
"513.4","Hyperventilation","9","respiratory","coral4"
"513.8","Disorders of diaphragm","9","respiratory","coral4"
"514","Abnormal findings examination of lungs","9","respiratory","coral4"
"514.1","Abnormal results of function study of pulmonary system","9","respiratory","coral4"
"514.2","Solitary pulmonary nodule","9","respiratory","coral4"
"516","Abnormal sputum","9","respiratory","coral4"
"516.1","Hemoptysis","9","respiratory","coral4"
"519","Other diseases of respiratory system, not elsewhere classified","9","respiratory","coral4"
"519.1","Tracheostomy complications","9","respiratory","coral4"
"519.2","Respiratory complications","9","respiratory","coral4"
"519.8","Other diseases of respiratory system, NEC","9","respiratory","coral4"
"519.9","Symptoms involving respiratory system and other chest symptoms","9","respiratory","coral4"
"520","Disorders of tooth development","14","musculoskeletal","darkolivegreen"
"520.1","Hereditary disturbances in tooth structure","14","musculoskeletal","darkolivegreen"
"520.2","Disturbances in tooth eruption","14","musculoskeletal","darkolivegreen"
"520.3","Teething","14","musculoskeletal","darkolivegreen"
"521","Diseases of hard tissues of teeth","14","musculoskeletal","darkolivegreen"
"521.1","Dental caries","1","infections","blue"
"521.2","Dental abrasion, erosion and attrition","14","musculoskeletal","darkolivegreen"
"521.4","Tooth complications likely association with other diseases","18","symptoms","purple"
"522","Diseases of pulp and periapical tissues","17","immunologic & inflammatory disorders","deepskyblue"
"522.1","Pulpitis and necrosis of tooth pulp","17","immunologic & inflammatory disorders","deepskyblue"
"522.5","Periapical abscess","1","infections","blue"
"523","Gingival and periodontal diseases","17","immunologic & inflammatory disorders","deepskyblue"
"523.1","Gingivitis","17","immunologic & inflammatory disorders","deepskyblue"
"523.3","Periodontitis (acute or chronic)","17","immunologic & inflammatory disorders","deepskyblue"
"523.31","Acute periodontitis","17","immunologic & inflammatory disorders","deepskyblue"
"523.32","Chronic periodontitis","17","immunologic & inflammatory disorders","deepskyblue"
"524","Dentofacial anomalies, including malocclusion","14","musculoskeletal","darkolivegreen"
"524.3","Anomalies of tooth position/malocclusion","14","musculoskeletal","darkolivegreen"
"525","Other diseases of the teeth and supporting structures","14","musculoskeletal","darkolivegreen"
"525.1","Loss of teeth or edentulism","14","musculoskeletal","darkolivegreen"
"525.2","Atrophy of edentulous alveolar ridge","14","musculoskeletal","darkolivegreen"
"526","Diseases of the jaws","14","musculoskeletal","darkolivegreen"
"526.1","Cysts of the jaws","14","musculoskeletal","darkolivegreen"
"526.3","Anomalies of jaw size/symmetry","14","musculoskeletal","darkolivegreen"
"526.4","Temporomandibular joint disorders","14","musculoskeletal","darkolivegreen"
"526.41","Temporomandibular joint disorder, unspecified","14","musculoskeletal","darkolivegreen"
"526.42","Arthralgia/ankylosis of temporomandibular joint","14","musculoskeletal","darkolivegreen"
"526.5","Inflammatory conditions of jaw","17","immunologic & inflammatory disorders","deepskyblue"
"526.9","Jaw disease NOS","14","musculoskeletal","darkolivegreen"
"527","Diseases of the salivary glands","10","digestive","chartreuse4"
"527.1","Hypertrophy of salivary gland","10","digestive","chartreuse4"
"527.2","Sialoadenitis","10","digestive","chartreuse4"
"527.7","Disturbance of salivary secretion","10","digestive","chartreuse4"
"527.8","Other specified diseases of the salivary glands","10","digestive","chartreuse4"
"528","Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue","10","digestive","chartreuse4"
"528.1","Stomatitis and mucositis","10","digestive","chartreuse4"
"528.11","Stomatitis and mucositis (ulcerative)","10","digestive","chartreuse4"
"528.12","Oral aphthae","10","digestive","chartreuse4"
"528.3","Cellulitis and abscess of oral soft tissues","10","digestive","chartreuse4"
"528.4","Cysts of oral soft tissues","10","digestive","chartreuse4"
"528.41","Cyst of the salivary gland","10","digestive","chartreuse4"
"528.5","Diseases of lips","10","digestive","chartreuse4"
"528.6","Leukoplakia of oral mucosa","10","digestive","chartreuse4"
"528.7","Sialolithiasis","10","digestive","chartreuse4"
"529","Diseases and other conditions of the tongue","10","digestive","chartreuse4"
"529.1","Glossitis","10","digestive","chartreuse4"
"529.6","Glossodynia","10","digestive","chartreuse4"
"530","Diseases of esophagus","10","digestive","chartreuse4"
"530.1","Esophagitis, GERD and related diseases","10","digestive","chartreuse4"
"530.11","GERD","10","digestive","chartreuse4"
"530.12","Ulcer of esophagus","10","digestive","chartreuse4"
"530.14","Reflux esophagitis","10","digestive","chartreuse4"
"530.15","Eosinophilic esophagitis","10","digestive","chartreuse4"
"530.2","Esophageal bleeding (varices/hemorrhage)","10","digestive","chartreuse4"
"530.3","Stricture and stenosis of esophagus","10","digestive","chartreuse4"
"530.5","Disorders of esophageal motility","10","digestive","chartreuse4"
"530.7","Gastroesophageal laceration-hemorrhage syndrome","10","digestive","chartreuse4"
"530.9","Heartburn","10","digestive","chartreuse4"
"531","Peptic ulcer (excl. esophageal)","10","digestive","chartreuse4"
"531.1","Hemorrhage from gastrointestinal ulcer","10","digestive","chartreuse4"
"531.2","Gastric ulcer","10","digestive","chartreuse4"
"531.3","Duodenal ulcer","10","digestive","chartreuse4"
"531.4","Peptic ulcer, site unspecified","10","digestive","chartreuse4"
"532","Dysphagia","10","digestive","chartreuse4"
"535","Gastritis and duodenitis","10","digestive","chartreuse4"
"535.1","Acute gastritis","10","digestive","chartreuse4"
"535.2","Atrophic gastritis","10","digestive","chartreuse4"
"535.6","Duodenitis","10","digestive","chartreuse4"
"535.8","Other specified gastritis","10","digestive","chartreuse4"
"535.9","Gastritis and duodenitis, NOS","10","digestive","chartreuse4"
"536","Disorders of function of stomach","10","digestive","chartreuse4"
"536.3","Gastroparesis","10","digestive","chartreuse4"
"536.7","Complications of gastrostomy, colostomy and enterostomy","10","digestive","chartreuse4"
"536.8","Dyspepsia and other specified disorders of function of stomach","10","digestive","chartreuse4"
"537","Other disorders of stomach and duodenum","10","digestive","chartreuse4"
"539","Bariatric surgery","10","digestive","chartreuse4"
"540","Appendiceal conditions","10","digestive","chartreuse4"
"540.1","Appendicitis","10","digestive","chartreuse4"
"540.11","Acute appendicitis","10","digestive","chartreuse4"
"550","Abdominal hernia","10","digestive","chartreuse4"
"550.1","Inguinal hernia","10","digestive","chartreuse4"
"550.2","Diaphragmatic hernia","10","digestive","chartreuse4"
"550.3","Femoral hernia","10","digestive","chartreuse4"
"550.4","Umbilical hernia","10","digestive","chartreuse4"
"550.5","Ventral hernia","10","digestive","chartreuse4"
"550.6","Incisional hernia","10","digestive","chartreuse4"
"555","Inflammatory bowel disease and other gastroenteritis and colitis","10","digestive","chartreuse4"
"555.1","Regional enteritis","10","digestive","chartreuse4"
"555.2","Ulcerative colitis","10","digestive","chartreuse4"
"555.21","Ulcerative colitis (chronic)","10","digestive","chartreuse4"
"556","Ulceration of the lower GI tract","10","digestive","chartreuse4"
"556.1","Ulceration of intestine","10","digestive","chartreuse4"
"557","Intestinal malabsorption (non-celiac)","10","digestive","chartreuse4"
"557.1","Celiac disease","10","digestive","chartreuse4"
"558","Noninfectious gastroenteritis","10","digestive","chartreuse4"
"559","Ileostomy status","10","digestive","chartreuse4"
"560","Intestinal obstruction without mention of hernia","10","digestive","chartreuse4"
"560.1","Paralytic ileus","10","digestive","chartreuse4"
"560.2","Impaction of intestine","10","digestive","chartreuse4"
"560.21","Fecal impaction","10","digestive","chartreuse4"
"560.22","Other impaction","10","digestive","chartreuse4"
"560.3","Peritoneal or intestinal adhesions","10","digestive","chartreuse4"
"560.4","Other intestinal obstruction","10","digestive","chartreuse4"
"560.41","Intussusception","10","digestive","chartreuse4"
"560.42","Other intestinal obstruction","10","digestive","chartreuse4"
"561","Symptoms involving digestive system","10","digestive","chartreuse4"
"561.1","Diarrhea","10","digestive","chartreuse4"
"561.2","Flatulence","10","digestive","chartreuse4"
"562","Diverticulosis and diverticulitis","10","digestive","chartreuse4"
"562.1","Diverticulosis","10","digestive","chartreuse4"
"563","Constipation","10","digestive","chartreuse4"
"564","Functional digestive disorders","10","digestive","chartreuse4"
"564.1","Irritable Bowel Syndrome","10","digestive","chartreuse4"
"564.8","Abnormal findings on exam of gastrointestinal tract/ abdominal area","10","digestive","chartreuse4"
"564.9","Personal history of diseases of digestive system","10","digestive","chartreuse4"
"565","Anal and rectal conditions","10","digestive","chartreuse4"
"565.1","Anal and rectal polyp","10","digestive","chartreuse4"
"567","Peritonitis and retroperitoneal infections","10","digestive","chartreuse4"
"568","Other disorders of peritoneum","10","digestive","chartreuse4"
"568.1","Peritoneal adhesions (postoperative) (postinfection)","10","digestive","chartreuse4"
"569","Other disorders of intestine","10","digestive","chartreuse4"
"569.1","Toxic gastroenteritis and colitis","10","digestive","chartreuse4"
"569.2","Gastrointestinal complications","10","digestive","chartreuse4"
"571","Chronic liver disease and cirrhosis","10","digestive","chartreuse4"
"571.5","Other chronic nonalcoholic liver disease","10","digestive","chartreuse4"
"571.51","Cirrhosis of liver without mention of alcohol","10","digestive","chartreuse4"
"571.6","Primary biliary cirrhosis","10","digestive","chartreuse4"
"571.8","Liver abscess and sequelae of chronic liver disease","10","digestive","chartreuse4"
"571.81","Portal hypertension","10","digestive","chartreuse4"
"572","Ascites (non malignant)","10","digestive","chartreuse4"
"573","Other disorders of liver","10","digestive","chartreuse4"
"573.1","Chronic passive congestion of liver","10","digestive","chartreuse4"
"573.2","Liver replaced by transplant","10","digestive","chartreuse4"
"573.3","Hepatomegaly","10","digestive","chartreuse4"
"573.4","Acute and subacute necrosis of liver","10","digestive","chartreuse4"
"573.5","Jaundice (not of newborn)","10","digestive","chartreuse4"
"573.6","Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]","10","digestive","chartreuse4"
"573.7","Abnormal results of function study of liver","10","digestive","chartreuse4"
"573.9","Abnormal serum enzyme levels","10","digestive","chartreuse4"
"574","Cholelithiasis and cholecystitis","10","digestive","chartreuse4"
"574.1","Cholelithiasis","10","digestive","chartreuse4"
"574.11","Cholelithiasis with acute cholecystitis","10","digestive","chartreuse4"
"574.12","Cholelithiasis with other cholecystitis","10","digestive","chartreuse4"
"574.2","Calculus of bile duct","10","digestive","chartreuse4"
"574.3","Cholecystitis without cholelithiasis","10","digestive","chartreuse4"
"575","Other biliary tract disease","10","digestive","chartreuse4"
"575.1","Cholangitis","10","digestive","chartreuse4"
"575.2","Obstruction of bile duct","10","digestive","chartreuse4"
"575.6","Cholesterolosis of gallbladder","10","digestive","chartreuse4"
"575.7","Other disorders of gallbladder","10","digestive","chartreuse4"
"575.8","Other disorders of biliary tract","10","digestive","chartreuse4"
"575.9","Nonspecific abnormal findings on radiological and other examination of biliary tract","10","digestive","chartreuse4"
"577","Diseases of pancreas","10","digestive","chartreuse4"
"577.1","Acute pancreatitis","10","digestive","chartreuse4"
"577.2","Chronic pancreatitis","10","digestive","chartreuse4"
"577.3","Cyst and pseudocyst of pancreas","10","digestive","chartreuse4"
"578","Gastrointestinal hemorrhage","10","digestive","chartreuse4"
"578.1","Hematemesis","10","digestive","chartreuse4"
"578.2","Blood in stool","10","digestive","chartreuse4"
"578.8","Hemorrhage of rectum and anus","10","digestive","chartreuse4"
"578.9","Hemorrhage of gastrointestinal tract","10","digestive","chartreuse4"
"579","Other symptoms involving abdomen and pelvis","10","digestive","chartreuse4"
"579.2","Splenomegaly","10","digestive","chartreuse4"
"579.8","Nonspecific abnormal findings in stool contents","10","digestive","chartreuse4"
"580","Nephritis; nephrosis; renal sclerosis","16","renal/kidney","lightpink"
"580.1","Glomerulonephritis","16","renal/kidney","lightpink"
"580.11","Proliferative glomerulonephritis","16","renal/kidney","lightpink"
"580.12","Non-proliferative glomerulonephritis","16","renal/kidney","lightpink"
"580.13","Acute glomerulonephritis, NOS","16","renal/kidney","lightpink"
"580.14","Chronic glomerulonephritis, NOS","16","renal/kidney","lightpink"
"580.2","Nephrotic syndrome without mention of glomerulonephritis","16","renal/kidney","lightpink"
"580.3","Nephritis and nephropathy without mention of glomerulonephritis","16","renal/kidney","lightpink"
"580.31","Nephritis and nephropathy in diseases classified elsewhere","16","renal/kidney","lightpink"
"580.32","Nephritis and nephropathy with pathological lesion","16","renal/kidney","lightpink"
"580.4","Renal sclerosis, NOS","16","renal/kidney","lightpink"
"583","Cystic kidney disease","16","renal/kidney","lightpink"
"584","Other specified congenital anomalies of kidney","16","renal/kidney","lightpink"
"584.1","Renal agenesis and dysgenesis","16","renal/kidney","lightpink"
"584.2","Other specified anomalies of kidney","16","renal/kidney","lightpink"
"585","Renal failure","16","renal/kidney","lightpink"
"585.1","Acute renal failure","16","renal/kidney","lightpink"
"585.2","Renal failure NOS","16","renal/kidney","lightpink"
"585.3","Chronic renal failure [CKD]","16","renal/kidney","lightpink"
"585.31","Renal dialysis","16","renal/kidney","lightpink"
"585.32","End stage renal disease","16","renal/kidney","lightpink"
"585.4","Chronic kidney disease stage I to IV","16","renal/kidney","lightpink"
"586","Other disorders of the kidney and ureters","16","renal/kidney","lightpink"
"586.1","Anatomical abnormatilies of kidney and ureters","16","renal/kidney","lightpink"
"586.11","Small kidney","16","renal/kidney","lightpink"
"586.12","Vesicoureteral reflux","16","renal/kidney","lightpink"
"586.2","Cyst of kidney, acquired","16","renal/kidney","lightpink"
"586.3","Vascular disorders of kidney/hypertrophy","16","renal/kidney","lightpink"
"586.4","Stricture/obstruction of ureter","16","renal/kidney","lightpink"
"587","Kidney replaced by transpant","16","renal/kidney","lightpink"
"588","Disorders resulting from impaired renal function","16","renal/kidney","lightpink"
"588.1","Renal osteodystrophy","16","renal/kidney","lightpink"
"588.2","Secondary hyperparathyroidism (of renal origin)","16","renal/kidney","lightpink"
"589","Abnormal results of function study of kidney","16","renal/kidney","lightpink"
"590","Pyelonephritis","16","renal/kidney","lightpink"
"591","Urinary tract infection","1","infections","blue"
"592","Cystitis and urethritis","11","genitourinary","black"
"592.1","Cystitis","11","genitourinary","black"
"592.11","Acute cystitis","11","genitourinary","black"
"592.12","Chronic cystitis","11","genitourinary","black"
"592.13","Chronic interstitial cystitis","11","genitourinary","black"
"592.2","Urethritis and urethral syndrome","11","genitourinary","black"
"593","Hematuria","11","genitourinary","black"
"593.1","Gross hematuria","11","genitourinary","black"
"593.2","Microscopic hematuria","11","genitourinary","black"
"594","Urinary calculus","11","genitourinary","black"
"594.1","Calculus of kidney","11","genitourinary","black"
"594.2","Calculus of lower urinary tract","11","genitourinary","black"
"594.3","Calculus of ureter","11","genitourinary","black"
"594.8","Renal colic","11","genitourinary","black"
"595","Hydronephrosis","16","renal/kidney","lightpink"
"596","Other disorders of bladder","11","genitourinary","black"
"596.1","Bladder neck obstruction","11","genitourinary","black"
"596.5","Functional disorders of bladder","11","genitourinary","black"
"597","Other disorders of urethra and urinary tract","11","genitourinary","black"
"597.1","Urethral stricture (not specified as infectious)","11","genitourinary","black"
"597.2","Urinary complications NEC","11","genitourinary","black"
"598","Abnormal findings on examination of urine","11","genitourinary","black"
"598.9","Other nonspecific findings on examination of urine","11","genitourinary","black"
"599","Other symptoms/disorders or the urinary system","11","genitourinary","black"
"599.1","Urinary obstruction","11","genitourinary","black"
"599.2","Retention of urine","11","genitourinary","black"
"599.3","Dysuria","11","genitourinary","black"
"599.4","Urinary incontinence","11","genitourinary","black"
"599.41","Nocturnal enuresis","11","genitourinary","black"
"599.42","Other urinary incontinence","11","genitourinary","black"
"599.5","Frequency of urination and polyuria","11","genitourinary","black"
"599.6","Oliguria and anuria","11","genitourinary","black"
"599.7","Urethral discharge","11","genitourinary","black"
"599.8","Other symptoms involving urinary system","11","genitourinary","black"
"599.9","Other abnormality of urination","11","genitourinary","black"
"600","Hyperplasia of prostate","11","genitourinary","black"
"601","Inflammatory disorders of the male genital organs","11","genitourinary","black"
"601.3","Orchitis and epididymitis","11","genitourinary","black"
"601.4","Balanoposthitis","11","genitourinary","black"
"601.8","Other inflammatory disorders of male genital organs","11","genitourinary","black"
"602","Other disorders of prostate","11","genitourinary","black"
"603","Other disorders of testis","11","genitourinary","black"
"603.1","Hydrocele","11","genitourinary","black"
"603.2","Spermatocele","11","genitourinary","black"
"603.3","Torsion of testis","11","genitourinary","black"
"603.4","Atrophy of testis","11","genitourinary","black"
"604","Disorders of penis","11","genitourinary","black"
"604.1","Redundant prepuce and phimosis/BXO","11","genitourinary","black"
"605","Erectile dysfunction [ED]","11","genitourinary","black"
"608","Other disorders of male genital organs","11","genitourinary","black"
"609","Male infertility and abnormal spermatozoa","11","genitourinary","black"
"610","Benign mammary dysplasias","11","genitourinary","black"
"610.1","Cystic mastopathy","11","genitourinary","black"
"610.2","Fibroadenosis of breast","11","genitourinary","black"
"610.4","Benign neoplasm of breast","11","genitourinary","black"
"610.8","Other specified benign mammary dysplasias","11","genitourinary","black"
"611","Abnormal findings on mammogram or breast exam","11","genitourinary","black"
"611.1","Abnormal mammogram","11","genitourinary","black"
"611.3","Lump or mass in breast","3","endocrine/metabolic","brown"
"612","Breast conditions, congenital or relating to hormones","3","endocrine/metabolic","brown"
"612.1","Galactorrhea","3","endocrine/metabolic","brown"
"612.2","Hypertrophy of breast (Gynecomastia)","3","endocrine/metabolic","brown"
"612.3","Congenital anomalies of breast","3","endocrine/metabolic","brown"
"613","Other nonmalignant breast conditions","3","endocrine/metabolic","brown"
"613.1","Inflammatory disease of breast","17","immunologic & inflammatory disorders","deepskyblue"
"613.5","Mastodynia","3","endocrine/metabolic","brown"
"613.7","Other signs and symptoms in breast","3","endocrine/metabolic","brown"
"613.8","Other specified disorders of breast","3","endocrine/metabolic","brown"
"613.9","Breast disorder NOS","3","endocrine/metabolic","brown"
"614","Inflammatory diseases of female pelvic organs","1","infections","blue"
"614.1","Pelvic peritoneal adhesions, female (postoperative) (postinfection)","1","infections","blue"
"614.3","Pelvic inflammatory disease (PID)","1","infections","blue"
"614.31","Acute inflammatory pelvic disease","1","infections","blue"
"614.32","Chronic inflammatory pelvic disease","1","infections","blue"
"614.33","Pelvic inflammatory disease, NOS","1","infections","blue"
"614.4","Inflammatory diseases of uterus, except cervix","1","infections","blue"
"614.5","Inflammatory disease of cervix, vagina, and vulva","1","infections","blue"
"614.51","Cervicitis and endocervicitis","11","genitourinary","black"
"614.52","Vaginitis and vulvovaginitis","11","genitourinary","black"
"614.53","Cyst or abscess of Bartholin's gland","11","genitourinary","black"
"614.54","Abscess or ulceration of vulva","1","infections","blue"
"615","Endometriosis","11","genitourinary","black"
"617","Disorders secondary to childbirth, surgery, trauma","11","genitourinary","black"
"618","Genital prolapse","11","genitourinary","black"
"619","Noninflammatory female genital disorders","11","genitourinary","black"
"619.1","Noninflammatory disorders of ovary, fallopian tube, and broad ligament","11","genitourinary","black"
"619.2","Disorders of uterus, NEC","11","genitourinary","black"
"619.3","Noninflammatory disorders of cervix","11","genitourinary","black"
"619.4","Noninflammatory disorders of vagina","11","genitourinary","black"
"619.5","Noninflammatory disorders of vulva and perineum","11","genitourinary","black"
"622","Polyp of female genital organs","11","genitourinary","black"
"623","Hypertrophy of female genital organs","11","genitourinary","black"
"624","Symptoms involving female genital tract","11","genitourinary","black"
"624.9","stress incontinence, female","11","genitourinary","black"
"625","Pain and other symptoms associated with female genital organs","11","genitourinary","black"
"625.1","Dyspareunia","11","genitourinary","black"
"626","Disorders of menstruation and other abnormal bleeding from female genital tract","11","genitourinary","black"
"626.1","Irregular menstrual cycle/bleeding","11","genitourinary","black"
"626.11","Absent or infrequent menstruation","11","genitourinary","black"
"626.12","Excessive or frequent menstruation","11","genitourinary","black"
"626.13","Irregular menstrual cycle","11","genitourinary","black"
"626.14","Irregular menstrual bleeding","11","genitourinary","black"
"626.15","Infertility, female, associated with anovulation","11","genitourinary","black"
"626.2","Dysmenorrhea","11","genitourinary","black"
"626.21","Mittelschmerz","11","genitourinary","black"
"626.4","Premenstrual tension syndromes","11","genitourinary","black"
"626.8","Infertility, female","11","genitourinary","black"
"627","Menopausal and postmenopausal disorders","11","genitourinary","black"
"627.4","Premenopausal menorrhagia","11","genitourinary","black"
"627.5","Premature menopause and other ovarian failure","11","genitourinary","black"
"628","Ovarian cyst","11","genitourinary","black"
"634","Miscarriage; stillbirth","12","pregnancy complications","royalblue4"
"634.1","Missed abortion/Hydatidiform mole","12","pregnancy complications","royalblue4"
"635","Hemorrhage during pregnancy; childbirth and postpartum","12","pregnancy complications","royalblue4"
"636","Early or threatened labor; hemorrhage in early pregnancy","12","pregnancy complications","royalblue4"
"636.1","Threatened premature labor","12","pregnancy complications","royalblue4"
"636.2","Early onset of delivery","12","pregnancy complications","royalblue4"
"636.3","Hemorrhage in early pregnancy","12","pregnancy complications","royalblue4"
"636.8","Cervical incompetence","12","pregnancy complications","royalblue4"
"637","Short gestation; low birth weight; and fetal growth retardation","12","pregnancy complications","royalblue4"
"638","Other high-risk pregnancy","12","pregnancy complications","royalblue4"
